Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Primary Property Type - Self Selected,DOF Number of Buildings
2961,MARION AVENUE       ,BRONX               ,10458,In Compliance ,57,553.6,Multifamily Housing,1
751,WALTON AVENUE       ,BRONX               ,10451,In Compliance ,3,1216.5,Multifamily Housing,1
    41-06,CASE STREET         ,QUEENS,11373,In Compliance ,80,428.6,Multifamily Housing,1
2976,MARION AVENUE       ,BRONX               ,10458,In Compliance ,64,310.4,Multifamily Housing,1
742,   5 AVENUE         ,MANHATTAN,10019,In Compliance ,2,4207.2,Retail Store,1
   160-60,CLAUDE AVENUE       ,QUEENS,11433,In Compliance ,79,368.1,Multifamily Housing,1
229,EAST   29 STREET    ,MANHATTAN,10016,In Compliance ,98,236.9,Multifamily Housing,1
2465,PALISADE AVENUE     ,BRONX               ,10463,In Compliance ,36,601.3,Multifamily Housing,1
106,MORNINGSIDE DRIVE   ,MANHATTAN,10027,In Compliance ,91,435.8,Residence Hall/Dormitory,1
509,WEST  121 STREET    ,MANHATTAN,10027,In Compliance ,100,26.9,Residence Hall/Dormitory,1
36,WEST   25 STREET    ,MANHATTAN,10010,In Compliance ,70,501.5,Office,1
323,EAST GUN HILL ROAD  ,BRONX               ,10467,In Compliance ,76,431.9,Multifamily Housing,1
3209,DECATUR AVENUE      ,BRONX               ,10467,In Compliance ,82,411.2,Multifamily Housing,1
165,RANDOLPH STREET     ,BROOKLYN            ,11237,In Compliance ,34,307.3,Non-Refrigerated Warehouse,1
    72-25,WOODHAVEN BOULEVARD ,QUEENS,11385,In Compliance ,90,180.6,Retail Store,1
2754,HYLAN BOULEVARD     ,STATEN ISLAND       ,10306,In Compliance ,68,1061.9,Supermarket/Grocery Store,1
1101,METROPOLITAN AVENUE ,BROOKLYN            ,11211,In Compliance ,24,645.7,Refrigerated Warehouse,1
    84-10,  34 AVENUE         ,QUEENS,11372,In Compliance ,40,408,Multifamily Housing,1
251,CENTRAL PARK WEST   ,MANHATTAN,10024,In Compliance ,98,259.6,Multifamily Housing,1
107,LAWRENCE STREET     ,BROOKLYN            ,11201,In Compliance ,27,2542.7,Multifamily Housing,1
    83-57, 118 STREET         ,QUEENS,11415,In Compliance ,100,26.1,Multifamily Housing,2
80,WILLOUGHBY STREET   ,BROOKLYN            ,11201,In Compliance ,87,223.8,K-12 School,1
   133-01,FRAME PLACE         ,QUEENS,11354,In Compliance ,2,955.4,Multifamily Housing,1
313,WEST   98 STREET    ,MANHATTAN,10025,In Compliance ,91,232.9,Multifamily Housing,1
37,   9 STREET         ,BROOKLYN            ,11215,In Compliance ,100,46.3,Multifamily Housing,10
388,AVENUE S            ,BROOKLYN            ,11223,In Compliance ,49,346.1,Multifamily Housing,1
1500,GRAND CONCOURSE     ,BRONX               ,10457,In Compliance ,52,694.4,Multifamily Housing,1
20,EAST   35 STREET    ,MANHATTAN,10016,In Compliance ,75,1054.2,Multifamily Housing,1
150,EAST   49 STREET    ,MANHATTAN,10017,In Compliance ,92,217.9,Multifamily Housing,1
1878,ADAM C POWELL BLVD  ,MANHATTAN,10026,In Compliance ,100,89.1,Multifamily Housing,1
   138-70,ELDER AVENUE        ,QUEENS,11355,In Compliance ,67,846.3,Multifamily Housing,1
545,TARGEE STREET       ,STATEN ISLAND       ,10304,In Compliance ,57,513.4,Retail Store,1
    75-11,WOODHAVEN BOULEVARD ,QUEENS,11385,In Compliance ,44,936.2,Retail Store,1
   131-33,AVERY AVENUE        ,QUEENS,11355,In Compliance ,55,830.3,Retail Store,1
160,EAST  127 STREET    ,MANHATTAN,10035,In Compliance ,56,406.8,Multifamily Housing,1
15,CLAREMONT AVENUE    ,MANHATTAN,10027,In Compliance ,100,0.3,Multifamily Housing,1
171,WEST   79 STREET    ,MANHATTAN,10024,In Compliance ,100,584.9,Multifamily Housing,1
3280,BROADWAY            ,MANHATTAN,10027,In Compliance ,100,670,Office,1
222,WEST  233 STREET    ,BRONX               ,10463,In Compliance ,97,276.7,Multifamily Housing,1
3260,HENRY HUDSON PKWY E ,BRONX               ,10463,In Compliance ,100,515.6,Multifamily Housing,1
514,WEST  114 STREET    ,MANHATTAN,10025,In Compliance ,100,22.3,Multifamily Housing,1
414,WEST  119 STREET    ,MANHATTAN,10027,In Compliance ,100,13.9,Multifamily Housing,1
2670,BAINBRIDGE AVENUE   ,BRONX               ,10458,In Compliance ,33,713.6,Multifamily Housing,1
628,WEST  125 STREET    ,MANHATTAN,10027,In Compliance ,100,155.9,Office,1
1670,SHORE PARKWAY       ,BROOKLYN            ,11214,In Compliance ,98,406,Multifamily Housing,1
545,   1 AVENUE         ,MANHATTAN,10016,In Compliance ,10,1264.4,Multifamily Housing,1
3155,GRACE AVENUE        ,BRONX               ,10469,In Compliance ,71,1646.3,Senior Care Community,1
4118,CARPENTER AVENUE    ,BRONX               ,10466,In Compliance ,93,371.3,Multifamily Housing,1
    89-20,  55 AVENUE         ,QUEENS,11373,In Compliance ,75,490.1,Multifamily Housing,1
3214,KINGSBRIDGE AVENUE  ,BRONX               ,10463,In Compliance ,89,285.2,Multifamily Housing,1
3204,KINGSBRIDGE AVENUE  ,BRONX               ,10463,In Compliance ,99,191.3,Multifamily Housing,1
   144-45,  41 AVENUE         ,QUEENS,11355,In Compliance ,33,922.1,Multifamily Housing,1
155,EAST   52 STREET    ,MANHATTAN,10022,In Compliance ,64,466.1,Multifamily Housing,1
    51-33,GOLDSMITH STREET    ,QUEENS,11373,In Compliance ,33,397.9,Multifamily Housing,1
180,FRANKLIN STREET     ,BROOKLYN            ,11222,In Compliance ,94,438.8,Multifamily Housing,1
    42-25,  80 STREET         ,QUEENS,11373,In Compliance ,69,693.8,Multifamily Housing,1
    90-11, 149 STREET         ,QUEENS,11435,In Compliance ,71,667.9,Multifamily Housing,1
   148-25,  89 AVENUE         ,QUEENS,11435,In Compliance ,66,637.4,Multifamily Housing,1
    88-24,MERRICK BOULEVARD   ,QUEENS,11432,In Compliance ,31,531.4,Multifamily Housing,1
    88-25,MERRICK BOULEVARD   ,QUEENS,11432,In Compliance ,40,330.7,Multifamily Housing,1
    89-02, 165 STREET         ,QUEENS,11432,In Compliance ,63,942.1,Retail Store,1
22,WEST   15 STREET    ,MANHATTAN,10011,In Compliance ,3,724.9,Multifamily Housing,2
797,BROADWAY            ,MANHATTAN,10003,In Compliance ,95,482.9,Office,1
313,CUMBERLAND STREET   ,BROOKLYN            ,11238,In Compliance ,35,481.9,Multifamily Housing,1
920,  53 STREET         ,BROOKLYN            ,11219,In Compliance ,50,358.4,Multifamily Housing,1
   145-19,LIVERPOOL STREET    ,QUEENS,11435,In Compliance ,52,258.1,Multifamily Housing,1
    78-01,  30 AVENUE         ,QUEENS,11370,In Compliance ,77,343.6,Multifamily Housing,1
    55-06,  99 STREET         ,QUEENS,11368,In Compliance ,33,411.7,Multifamily Housing,1
1555,ROCKAWAY PARKWAY    ,BROOKLYN            ,11236,In Compliance ,13,1053.9,Senior Care Community,1
130,ROGERS AVENUE       ,BROOKLYN            ,11216,In Compliance ,4,527.3,Multifamily Housing,1
555,ST JOHNS PLACE      ,BROOKLYN            ,11238,In Compliance ,32,331.1,Multifamily Housing,1
918,KENT AVENUE         ,BROOKLYN            ,11205,In Compliance ,2,393,Multifamily Housing,1
8801,SHORE ROAD          ,BROOKLYN            ,11209,In Compliance ,1,942.1,Multifamily Housing,1
365,PARK AVENUE SOUTH   ,MANHATTAN,10016,In Compliance ,9,390.3,Hotel,1
269,   7 AVENUE         ,BROOKLYN            ,11215,In Compliance ,48,16842.9,Hospital (General Medical & Surgical),6
130,EAST   94 STREET    ,MANHATTAN,10128,In Compliance ,100,87.2,Multifamily Housing,1
1019,LEXINGTON AVENUE    ,MANHATTAN,10021,In Compliance ,15,573.7,Multifamily Housing,1
    43-01,  46 STREET         ,QUEENS,11104,In Compliance ,22,503.6,Multifamily Housing,1
3140,KINGSBRIDGE AVENUE  ,BRONX               ,10463,In Compliance ,4,799.3,Multifamily Housing,1
1001,WOODYCREST AVENUE   ,BRONX               ,10452,In Compliance ,1,657.9,Multifamily Housing,1
30,WEST  190 STREET    ,BRONX               ,10468,In Compliance ,10,888.5,Multifamily Housing,1
4211,AVENUE K            ,BROOKLYN            ,11210,In Compliance ,4,583.9,Multifamily Housing,1
4200,AVENUE K            ,BROOKLYN            ,11210,In Compliance ,21,583.9,Multifamily Housing,1
909,REMSEN AVENUE       ,BROOKLYN            ,11236,In Compliance ,18,364,Non-Refrigerated Warehouse,1
1521,WATSON AVENUE       ,BRONX               ,10472,In Compliance ,77,258.5,Multifamily Housing,1
811,CORTELYOU ROAD      ,BROOKLYN            ,11218,In Compliance ,85,517.6,Multifamily Housing,1
144,WEST   27 STREET    ,MANHATTAN,10001,In Compliance ,95,207,Multifamily Housing,1
105,EAST  106 STREET    ,MANHATTAN,10029,In Compliance ,51,1433.6,Office,1
115,EAST   23 STREET    ,MANHATTAN,10010,In Compliance ,88,357.9,Office,1
120,EAST   56 STREET    ,MANHATTAN,10022,In Compliance ,75,533.7,Office,1
10,EAST   38 STREET    ,MANHATTAN,10016,In Compliance ,77,422.7,Office,1
    59-50,  61 STREET         ,QUEENS,11378,In Compliance ,1,3416.4,Multifamily Housing,2
    61-10,QUEENS BOULEVARD    ,QUEENS,11377,In Compliance ,87,804.8,Retail Store,1
10300,FOSTER AVENUE       ,BROOKLYN            ,11236,In Compliance ,94,742.2,Non-Refrigerated Warehouse,1
1015,GRAND CONCOURSE     ,BRONX               ,10452,In Compliance ,100,90.5,Multifamily Housing,1
8646,BAY PARKWAY         ,BROOKLYN            ,11214,In Compliance ,84,266.1,Multifamily Housing,1
545,OCEAN PARKWAY       ,BROOKLYN            ,11218,In Compliance ,62,459.2,Multifamily Housing,1
750,WEST  261 STREET    ,BRONX               ,10471,In Compliance ,6,1662.8,Residence Hall/Dormitory,4
56,NASSAU STREET       ,MANHATTAN,10038,In Compliance ,83,2909.2,Office,1
180,MAIDEN LANE         ,MANHATTAN,10005,In Compliance ,89,4937.3,Office,1
1440,BROADWAY            ,MANHATTAN,10018,In Compliance ,76,4220.8,Office,2
227,EAST   45 STREET    ,MANHATTAN,10017,In Compliance ,94,722.9,Office,1
579,GATEWAY DRIVE       ,BROOKLYN            ,11239,In Compliance ,68,659.9,Retail Store,1
   112-20,ROCKAWAY BOULEVARD  ,QUEENS,11420,In Compliance ,49,838.6,Retail Store,1
    50-02,NORTHERN BOULEVARD  ,QUEENS,11101,In Compliance ,46,1013.5,Retail Store,1
550,HAMILTON AVENUE     ,BROOKLYN            ,11232,In Compliance ,53,949.2,Retail Store,1
   132-20,BELKNAP STREET      ,QUEENS,11434,In Compliance ,59,733.8,Retail Store,1
330,WEST   42 STREET    ,MANHATTAN,10036,In Compliance ,42,5208.8,Office,2
1024,MONTGOMERY STREET   ,BROOKLYN            ,11213,In Compliance ,99,471.9,Multifamily Housing,1
1064,EAST NEW YORK AVENUE,BROOKLYN            ,11212,In Compliance ,80,332,Multifamily Housing,1
280,LONGSTREET AVENUE   ,BRONX               ,10465,In Compliance ,44,455.9,Multifamily Housing,1
2970,CROPSEY AVENUE      ,BROOKLYN            ,11214,In Compliance ,54,839.8,Retail Store,1
10110,FOSTER AVENUE       ,BROOKLYN            ,11236,In Compliance ,51,1500.7,Non-Refrigerated Warehouse,1
2501,FOREST AVENUE       ,STATEN ISLAND       ,10303,In Compliance ,55,793.7,Retail Store,1
    31-44, 125 STREET         ,QUEENS,11354,In Compliance ,61,684,Retail Store,1
275,BAY   37 STREET     ,BROOKLYN            ,11214,In Compliance ,59,483,Multifamily Housing,1
131,EAST   21 STREET    ,BROOKLYN            ,11226,In Compliance ,57,468.4,Multifamily Housing,1
141,EAST   21 STREET    ,BROOKLYN            ,11226,In Compliance ,69,416.5,Multifamily Housing,1
125,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,77,314.6,Multifamily Housing,1
165,ROCKAWAY PARKWAY    ,BROOKLYN            ,11212,In Compliance ,84,279.5,Multifamily Housing,1
1776,UNION STREET        ,BROOKLYN            ,11213,In Compliance ,83,265.4,Multifamily Housing,1
178,ROCKAWAY PARKWAY    ,BROOKLYN            ,11212,In Compliance ,41,375.5,Multifamily Housing,1
181,ROCKAWAY PARKWAY    ,BROOKLYN            ,11212,In Compliance ,79,302.1,Multifamily Housing,1
16,EAST   12 STREET    ,MANHATTAN,10003,In Compliance ,4,346.2,Multifamily Housing,1
970,KENT AVENUE         ,BROOKLYN            ,11205,In Compliance ,11,701.6,Multifamily Housing,1
185,ERASMUS STREET      ,BROOKLYN            ,11226,In Compliance ,70,508.6,Multifamily Housing,1
245,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,83,278.1,Multifamily Housing,1
250,CROWN STREET        ,BROOKLYN            ,11225,In Compliance ,87,580,Multifamily Housing,1
451,KINGSTON AVENUE     ,BROOKLYN            ,11225,In Compliance ,56,925.1,Multifamily Housing,1
501,NEW YORK AVENUE     ,BROOKLYN            ,11225,In Compliance ,6,709.5,Multifamily Housing,1
576,EASTERN PARKWAY     ,BROOKLYN            ,11225,In Compliance ,77,275.1,Multifamily Housing,1
434,SCHENECTADY AVENUE  ,BROOKLYN            ,11203,In Compliance ,54,614.1,Multifamily Housing,1
474,BROOKLYN AVENUE     ,BROOKLYN            ,11225,In Compliance ,91,267.8,Multifamily Housing,1
580,EMPIRE BOULEVARD    ,BROOKLYN            ,11225,In Compliance ,49,429.3,Multifamily Housing,1
712,CROWN STREET        ,BROOKLYN            ,11213,In Compliance ,75,628.4,Multifamily Housing,1
885,TROY AVENUE         ,BROOKLYN            ,11203,In Compliance ,73,390.1,Multifamily Housing,1
899,MONTGOMERY STREET   ,BROOKLYN            ,11213,In Compliance ,48,659.9,Multifamily Housing,1
921,MONTGOMERY STREET   ,BROOKLYN            ,11213,In Compliance ,80,489.2,Multifamily Housing,1
501,LEFFERTS AVENUE     ,BROOKLYN            ,11225,In Compliance ,68,372.2,Multifamily Housing,1
55,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,62,378.2,Multifamily Housing,1
80,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,64,247.1,Multifamily Housing,1
1,VERNON AVENUE       ,BROOKLYN            ,11206,In Compliance ,33,337.5,Multifamily Housing,1
2324,BOSTON ROAD         ,BRONX               ,10467,In Compliance ,27,3008.9,Multifamily Housing,1
119,CORTELYOU AVENUE    ,STATEN ISLAND       ,10312,In Compliance ,99,257.9,Multifamily Housing,18
6910,AVENUE U            ,BROOKLYN            ,11234,In Compliance ,44,783.8,Multifamily Housing,1
1160,EVERGREEN AVENUE    ,BRONX               ,10472,In Compliance ,100,131.1,Multifamily Housing,1
1776,WEST    6 STREET    ,BROOKLYN            ,11223,In Compliance ,95,243.6,Multifamily Housing,1
7040,COLONIAL ROAD       ,BROOKLYN            ,11209,In Compliance ,99,207.8,Multifamily Housing,1
130,CLINTON STREET      ,BROOKLYN            ,11201,In Compliance ,83,340.1,Multifamily Housing,1
122,   5 AVENUE         ,MANHATTAN,10011,In Compliance ,41,1737.3,Office,1
51,EAST   42 STREET    ,MANHATTAN,10017,In Compliance ,92,655.6,Office,1
838,WEST  176 STREET    ,MANHATTAN,10033,In Compliance ,47,388.4,Multifamily Housing,1
2491,   8 AVENUE         ,MANHATTAN,10030,In Compliance ,56,1613.3,Multifamily Housing,1
2532,ADAM C POWELL BLVD  ,MANHATTAN,10039,In Compliance ,17,785.6,Multifamily Housing,2
78,   7 AVENUE         ,MANHATTAN,10011,In Compliance ,23,914.5,Multifamily Housing,1
231,WEST   25 STREET    ,MANHATTAN,10001,In Compliance ,76,321.1,Multifamily Housing,1
245,WADSWORTH AVENUE    ,MANHATTAN,10033,In Compliance ,64,1110.3,Multifamily Housing,1
5,EAST   52 STREET    ,MANHATTAN,10022,In Compliance ,59,3040.9,Office,1
130,WEST   44 STREET    ,MANHATTAN,10036,In Compliance ,1,1433.2,Hotel,1
     3-20, 128 STREET         ,QUEENS,11356,In Compliance ,64,555.8,Multifamily Housing,13
157,WEST   47 STREET    ,MANHATTAN,10036,In Compliance ,74,637.6,Hotel,1
   158-11,JEWEL AVENUE        ,QUEENS,11365,In Compliance ,6,2760.2,Other,2
2520,BROADWAY            ,MANHATTAN,10025,In Compliance ,79,958.9,Hotel,1
1724,BROADWAY            ,MANHATTAN,10019,In Compliance ,50,919.5,Hotel,1
224,WEST   49 STREET    ,MANHATTAN,10019,In Compliance ,72,660.9,Hotel,1
    31-10,  48 AVENUE         ,QUEENS,11101,In Compliance ,90,99.4,Distribution Center,1
17,JOHN STREET         ,MANHATTAN,10038,In Compliance ,84,409.1,Multifamily Housing,1
135,WILLIAM STREET      ,MANHATTAN,10038,In Compliance ,69,302.8,Multifamily Housing,1
116,JOHN STREET         ,MANHATTAN,10038,In Compliance ,94,1436.7,Office,1
2775,MORRIS AVENUE       ,BRONX               ,10468,In Compliance ,41,299.2,Multifamily Housing,1
    67-70,YELLOWSTONE BLVD    ,QUEENS,11375,In Compliance ,77,548.6,Multifamily Housing,1
    80-15,GRENFELL STREET     ,QUEENS,11415,In Compliance ,67,749,Multifamily Housing,1
   110-14,ASTORIA BOULEVARD   ,QUEENS,11369,In Compliance ,21,568.5,Multifamily Housing,1
   102-35,  64 ROAD           ,QUEENS,11375,In Compliance ,80,554,Multifamily Housing,2
125,WEST   21 STREET    ,MANHATTAN,10011,In Compliance ,26,428.2,Multifamily Housing,1
   162-01,POWELLS COVE BLVD   ,QUEENS,11357,In Compliance ,81,642.6,Multifamily Housing,1
   162-21,POWELLS COVE BLVD   ,QUEENS,11357,In Compliance ,79,652.4,Multifamily Housing,1
   162-41,POWELLS COVE BLVD   ,QUEENS,11357,In Compliance ,81,641.1,Multifamily Housing,1
    46-01,  39 AVENUE         ,QUEENS,11104,In Compliance ,68,526.8,Multifamily Housing,1
    24-02,  49 AVENUE         ,QUEENS,11101,In Compliance ,70,1814.3,Non-Refrigerated Warehouse,1
243,WEST  179 STREET    ,BRONX               ,10453,In Compliance ,50,1395.2,Multifamily Housing,1
663,HOWARD AVENUE       ,BROOKLYN            ,11212,In Compliance ,1,623,Multifamily Housing,1
1821,AMSTERDAM AVENUE    ,MANHATTAN,10031,In Compliance ,4,1000.2,Multifamily Housing,1
761,BUSHWICK AVENUE     ,BROOKLYN            ,11221,In Compliance ,1,473.5,Multifamily Housing,1
1103,GATES AVENUE        ,BROOKLYN            ,11221,In Compliance ,15,400.4,Multifamily Housing,1
1753,  47 STREET         ,BROOKLYN            ,11204,In Compliance ,45,264.5,Multifamily Housing,1
372,GATES AVENUE        ,BROOKLYN            ,11216,In Compliance ,47,1162.9,Multifamily Housing,1
1350,GRANT SQUARE        ,BROOKLYN            ,11216,In Compliance ,17,452.3,Multifamily Housing,1
510,MADISON AVENUE      ,MANHATTAN,10022,In Compliance ,56,2304.8,Office,1
3220,ARLINGTON AVENUE    ,BRONX               ,10463,In Compliance ,3,459,Multifamily Housing,1
33,CROOKE AVENUE       ,BROOKLYN            ,11226,In Compliance ,55,405.7,Multifamily Housing,1
50,LINCOLN ROAD        ,BROOKLYN            ,11225,In Compliance ,25,365.7,Multifamily Housing,1
10,MIDWOOD STREET      ,BROOKLYN            ,11225,In Compliance ,23,341.8,Multifamily Housing,1
552,FLATBUSH AVENUE     ,BROOKLYN            ,11225,In Compliance ,30,371.5,Multifamily Housing,1
1347,  51 STREET         ,BROOKLYN            ,11219,In Compliance ,25,394.5,Multifamily Housing,1
475,STERLING PLACE      ,BROOKLYN            ,11238,In Compliance ,23,324.7,Multifamily Housing,1
3940,BRONX BOULEVARD     ,BRONX               ,10466,In Compliance ,11,845.9,Multifamily Housing,1
1970,EAST   18 STREET    ,BROOKLYN            ,11229,In Compliance ,31,657.4,Multifamily Housing,1
1249,EAST   13 STREET    ,BROOKLYN            ,11230,In Compliance ,35,384.5,Multifamily Housing,1
3620,BEDFORD AVENUE      ,BROOKLYN            ,11210,In Compliance ,29,376.8,Multifamily Housing,1
755,OCEAN AVENUE        ,BROOKLYN            ,11226,In Compliance ,35,674.9,Multifamily Housing,1
75,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,14,498.1,Multifamily Housing,1
646,RUTLAND ROAD        ,BROOKLYN            ,11203,In Compliance ,7,449,Multifamily Housing,1
116,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,31,448.6,Multifamily Housing,1
765,RIVERSIDE DRIVE     ,MANHATTAN,10032,In Compliance ,35,969.4,Multifamily Housing,1
